PLAYER_ID,PULL_UP_FGM,PULL_UP_FGA,PULL_UP_FG_PCT,PULL_UP_FG3A,PULL_UP_PTS,PULL_UP_EFG_PCT,SEASON
1630639,0.0,0.2,0.0,0.1,0.0,0.0,22-23
1631260,0.4,1.0,0.389,0.7,1.0,0.5,22-23
1631100,1.2,2.5,0.489,0.8,2.9,0.566,22-23
203932,0.6,1.7,0.351,0.9,1.5,0.452,22-23
1628988,0.4,1.1,0.38,0.4,1.0,0.444,22-23
1630174,0.5,1.2,0.435,0.6,1.3,0.547,22-23
1630598,0.1,0.2,0.353,0.1,0.2,0.471,22-23
1629678,0.0,0.2,0.143,0.2,0.1,0.214,22-23
201143,0.1,0.3,0.4,0.1,0.3,0.475,22-23
202692,2.0,4.6,0.426,2.2,4.8,0.519,22-23
1630197,0.1,0.5,0.278,0.1,0.3,0.306,22-23
1627936,0.1,0.4,0.207,0.2,0.2,0.259,22-23
203458,0.0,0.0,1.0,0.0,0.1,1.0,22-23
1628993,0.0,0.3,0.0,0.3,0.0,0.0,22-23
1631214,0.0,0.0,,,0.0,,22-23
1630578,0.2,0.5,0.405,0.1,0.4,0.405,22-23
1629599,0.2,0.7,0.286,0.1,0.4,0.3,22-23
203083,0.0,0.0,0.5,0.0,0.0,0.5,22-23
2738,0.0,0.1,0.0,0.1,0.0,0.0,22-23
1629614,1.1,2.9,0.359,0.9,2.4,0.402,22-23
203952,1.1,3.1,0.339,0.8,2.3,0.37,22-23
1629014,2.9,7.4,0.395,4.1,7.3,0.493,22-23
203076,1.3,3.0,0.422,0.1,2.5,0.422,22-23
1630162,2.8,7.9,0.351,4.6,7.1,0.448,22-23
1630264,0.0,0.1,0.125,0.1,0.0,0.125,22-23
1630237,0.1,0.3,0.25,0.2,0.2,0.35,22-23
1630559,1.2,2.5,0.472,0.8,2.7,0.535,22-23
203085,0.1,0.4,0.143,0.3,0.2,0.214,22-23
1630245,0.4,0.9,0.373,0.1,0.7,0.387,22-23
1628389,1.4,3.2,0.444,0.1,2.8,0.444,22-23
1627732,0.1,0.4,0.235,0.0,0.2,0.235,22-23
1631097,1.1,3.0,0.349,1.6,2.7,0.443,22-23
202687,0.0,0.0,0.5,,0.0,0.5,22-23
201933,0.0,0.2,0.125,0.2,0.1,0.188,22-23
1631104,0.3,1.6,0.183,0.2,0.7,0.208,22-23
1626246,0.1,0.3,0.444,0.0,0.3,0.444,22-23
1626171,0.8,2.1,0.384,0.1,1.6,0.387,22-23
203992,1.6,3.8,0.411,1.8,3.9,0.51,22-23
202711,2.4,5.5,0.437,1.7,5.4,0.488,22-23
1629626,0.6,1.8,0.331,0.6,1.4,0.374,22-23
1630538,1.5,4.1,0.357,2.8,3.9,0.478,22-23
203078,3.2,7.3,0.442,2.2,7.2,0.492,22-23
1630527,0.9,2.3,0.392,0.7,2.1,0.461,22-23
1629634,0.1,0.2,0.615,0.0,0.3,0.615,22-23
1627742,4.2,9.6,0.435,1.0,8.7,0.451,22-23
1630296,0.3,0.3,1.0,,0.7,1.0,22-23
201572,0.4,1.1,0.393,0.3,0.9,0.44,22-23
1628971,0.6,1.6,0.344,0.4,1.2,0.375,22-23
1628981,0.0,0.1,0.5,0.0,0.1,0.5,22-23
1631121,0.2,0.7,0.25,0.3,0.4,0.313,22-23
1627854,0.5,1.3,0.375,0.6,1.1,0.438,22-23
1631205,0.0,0.1,0.0,0.1,0.0,0.0,22-23
1627741,1.7,3.8,0.431,2.4,4.4,0.57,22-23
203468,3.5,8.2,0.419,2.9,7.9,0.482,22-23
1630595,3.7,8.8,0.415,2.8,8.0,0.453,22-23
1631216,0.1,0.2,0.4,0.1,0.2,0.55,22-23
1628997,0.6,1.4,0.465,0.5,1.5,0.54,22-23
1629629,0.5,1.4,0.327,0.8,1.2,0.418,22-23
1630560,1.6,4.3,0.378,1.5,3.8,0.443,22-23
1629661,1.1,2.5,0.434,0.7,2.4,0.481,22-23
1626166,1.5,3.7,0.413,1.5,3.7,0.5,22-23
1627747,1.1,3.2,0.356,1.5,2.9,0.449,22-23
1630637,0.3,0.7,0.4,0.1,0.6,0.4,22-23
1626224,0.3,0.9,0.319,0.7,0.9,0.458,22-23
1628435,0.0,0.0,,,0.0,,22-23
1629646,0.2,0.3,0.6,0.1,0.4,0.7,22-23
1631320,0.0,0.0,,,0.0,,22-23
1629002,0.0,0.2,0.143,0.1,0.1,0.143,22-23
1628449,0.1,0.4,0.367,0.1,0.3,0.4,22-23
1630537,0.9,3.0,0.297,1.5,2.2,0.37,22-23
101108,3.5,8.3,0.426,2.9,7.9,0.478,22-23
1629735,0.0,0.0,,,0.0,,22-23
1631128,0.1,0.4,0.273,0.2,0.3,0.364,22-23
1631132,0.0,0.0,,0.0,0.0,,22-23
1626174,0.4,1.5,0.28,0.7,1.0,0.325,22-23
1629643,0.1,0.7,0.2,0.4,0.4,0.25,22-23
203991,0.0,0.0,0.0,0.0,0.0,0.0,22-23
1629632,0.6,1.8,0.358,0.8,1.5,0.418,22-23
1628998,0.1,1.4,0.1,0.7,0.3,0.1,22-23
203469,0.0,0.2,0.0,0.0,0.0,0.0,22-23
1630175,1.7,3.8,0.454,1.0,3.8,0.502,22-23
1631306,0.0,0.4,0.0,0.3,0.0,0.0,22-23
1629012,1.0,2.2,0.471,0.9,2.5,0.567,22-23
1630557,0.3,0.7,0.385,0.4,0.7,0.51,22-23
202709,0.8,2.2,0.368,1.0,2.0,0.445,22-23
1626156,2.6,6.1,0.428,3.0,6.3,0.523,22-23
1630227,0.3,0.9,0.34,0.8,0.9,0.491,22-23
1630625,0.2,1.1,0.152,0.4,0.4,0.182,22-23
1631207,0.2,0.4,0.429,0.2,0.4,0.536,22-23
1627745,0.0,0.0,,0.0,0.0,,22-23
203081,3.9,9.7,0.405,7.4,10.6,0.546,22-23
1627814,0.4,1.3,0.312,0.2,0.8,0.323,22-23
1629655,0.1,0.1,0.667,,0.2,0.667,22-23
1628464,0.0,0.0,,0.0,0.0,,22-23
201980,0.5,1.0,0.455,0.6,1.1,0.545,22-23
1627863,0.4,0.9,0.423,0.7,1.0,0.548,22-23
203967,0.1,0.5,0.269,0.1,0.3,0.288,22-23
1629647,0.0,0.3,0.167,0.0,0.1,0.208,22-23
1630620,0.0,0.0,,0.0,0.0,,22-23
1629636,3.0,7.2,0.421,3.4,7.4,0.512,22-23
1630561,0.1,0.3,0.375,0.0,0.3,0.375,22-23
1631223,0.2,0.4,0.419,0.2,0.4,0.468,22-23
1630558,0.6,1.7,0.353,0.8,1.4,0.414,22-23
202722,0.1,0.3,0.429,0.3,0.4,0.607,22-23
1628432,0.2,0.7,0.345,0.1,0.6,0.414,22-23
1630549,0.0,0.0,1.0,0.0,0.1,1.5,22-23
1628368,3.5,8.6,0.41,2.7,7.9,0.456,22-23
1629631,2.0,3.9,0.51,0.5,4.2,0.536,22-23
1629001,0.6,1.8,0.317,1.3,1.6,0.43,22-23
201599,0.0,0.0,1.0,0.0,0.1,1.0,22-23
201942,4.8,10.1,0.472,0.4,9.6,0.478,22-23
1629731,0.0,0.2,0.25,0.0,0.1,0.313,22-23
1629028,0.5,1.1,0.465,0.0,1.0,0.479,22-23
1627749,3.9,8.5,0.463,1.8,8.5,0.502,22-23
1626153,0.5,1.4,0.377,0.9,1.3,0.486,22-23
1630166,0.1,0.8,0.175,0.5,0.4,0.237,22-23
203471,1.4,3.2,0.421,0.5,2.8,0.439,22-23
1628372,0.6,2.3,0.252,0.4,1.2,0.256,22-23
1629126,0.0,0.0,,0.0,0.0,,22-23
1631220,0.0,0.0,,,0.0,,22-23
1627884,0.0,0.0,0.667,0.0,0.1,0.833,22-23
201565,0.9,2.1,0.414,1.0,2.1,0.5,22-23
1628401,0.8,1.9,0.442,0.9,2.0,0.529,22-23
1630217,2.3,5.4,0.42,3.3,5.8,0.543,22-23
1626164,4.9,11.0,0.443,3.8,10.9,0.497,22-23
1630170,2.8,7.0,0.4,2.1,6.2,0.442,22-23
1629653,0.0,0.5,0.0,0.0,0.0,0.0,22-23
1628984,0.9,2.5,0.354,1.9,2.4,0.481,22-23
203473,0.2,0.4,0.643,0.1,0.5,0.714,22-23
1628415,1.7,5.0,0.345,2.1,4.1,0.402,22-23
1627734,0.1,0.3,0.45,0.0,0.2,0.45,22-23
1631230,0.0,0.0,1.0,0.0,0.1,1.0,22-23
1628378,4.1,9.6,0.428,5.7,10.4,0.544,22-23
1631495,0.0,0.5,0.0,0.5,0.0,0.0,22-23
1628978,0.2,1.0,0.236,0.7,0.6,0.319,22-23
1627827,0.1,0.4,0.231,0.3,0.3,0.346,22-23
203926,0.6,1.6,0.394,0.7,1.6,0.49,22-23
203110,0.0,0.2,0.231,0.0,0.1,0.269,22-23
1629234,0.1,0.3,0.435,0.0,0.3,0.435,22-23
1630696,0.3,1.0,0.333,0.3,0.7,0.333,22-23
1630613,1.4,3.5,0.393,1.5,3.4,0.486,22-23
1629130,0.6,1.6,0.403,1.3,1.8,0.552,22-23
203939,0.0,0.0,0.333,0.0,0.0,0.333,22-23
1629685,0.0,0.0,,0.0,0.0,,22-23
1630700,0.1,0.5,0.276,0.3,0.3,0.328,22-23
1628410,0.3,0.7,0.389,0.2,0.6,0.444,22-23
201569,0.6,1.7,0.362,1.3,1.7,0.509,22-23
1630647,0.1,0.3,0.3,0.2,0.2,0.45,22-23
203095,0.9,2.8,0.303,1.8,2.2,0.388,22-23
1630596,0.6,1.5,0.391,0.0,1.2,0.396,22-23
1630267,0.1,0.6,0.2,0.6,0.4,0.3,22-23
1628402,0.0,1.0,0.0,0.0,0.0,0.0,22-23
1626163,0.0,0.1,0.2,0.0,0.1,0.2,22-23
1628373,0.3,0.6,0.467,0.2,0.7,0.517,22-23
1630532,1.1,3.2,0.345,1.8,2.7,0.427,22-23
1627832,2.9,7.5,0.383,4.4,7.2,0.483,22-23
1627788,0.3,0.9,0.375,0.4,0.8,0.453,22-23
1629216,1.3,3.1,0.416,1.8,3.2,0.509,22-23
1628221,0.0,1.3,0.0,1.3,0.0,0.0,22-23
202066,0.1,0.3,0.25,0.2,0.2,0.375,22-23
1629726,0.2,0.6,0.353,0.6,0.6,0.515,22-23
203914,0.4,1.0,0.404,0.6,1.1,0.553,22-23
1627780,0.0,0.0,,0.0,0.0,,22-23
1629018,2.3,5.9,0.39,2.2,5.3,0.445,22-23
201588,0.4,0.9,0.405,0.5,0.9,0.476,22-23
1627777,0.2,0.6,0.318,0.4,0.4,0.398,22-23
203507,1.6,4.8,0.323,1.5,3.5,0.36,22-23
1629048,0.0,0.1,0.5,0.1,0.1,0.75,22-23
201609,0.8,2.2,0.354,0.7,1.7,0.381,22-23
202330,2.2,4.9,0.437,0.7,4.5,0.457,22-23
203476,0.3,1.0,0.25,0.7,0.6,0.297,22-23
1629684,0.4,1.0,0.405,0.7,1.1,0.557,22-23
1628960,0.6,1.7,0.331,1.3,1.6,0.471,22-23
1630535,0.0,0.1,0.0,0.1,0.0,0.0,22-23
1628977,0.5,1.2,0.42,0.1,1.1,0.435,22-23
203084,0.5,1.3,0.402,0.7,1.3,0.509,22-23
1629312,0.1,0.3,0.313,0.1,0.2,0.375,22-23
1630529,0.1,0.2,0.308,0.0,0.1,0.346,22-23
1630193,1.8,4.8,0.38,2.5,4.6,0.471,22-23
1630171,0.0,0.1,0.333,0.1,0.1,0.5,22-23
1628392,0.0,0.1,0.375,0.0,0.1,0.375,22-23
1630543,0.1,0.2,0.462,0.0,0.2,0.462,22-23
1630198,0.8,2.0,0.431,1.2,2.1,0.531,22-23
1630587,0.5,1.2,0.406,0.4,1.2,0.477,22-23
1630600,0.0,0.1,0.0,0.0,0.0,0.0,22-23
1629676,0.2,0.6,0.296,0.3,0.5,0.37,22-23
1630191,0.0,0.1,0.167,0.1,0.0,0.167,22-23
1630225,0.2,0.2,1.0,0.0,0.3,1.0,22-23
202397,0.7,2.0,0.352,0.1,1.4,0.352,22-23
1630688,0.1,0.2,0.357,0.2,0.2,0.5,22-23
1627826,0.0,0.0,0.0,0.0,0.0,0.0,22-23
1631120,0.2,0.6,0.286,0.1,0.3,0.286,22-23
1630550,0.1,0.4,0.276,0.1,0.2,0.276,22-23
1629630,2.7,7.1,0.385,3.1,6.4,0.451,22-23
203210,0.0,0.0,0.0,0.0,0.0,0.0,22-23
201580,0.0,0.1,0.25,0.0,0.0,0.25,22-23
1631095,1.3,3.2,0.388,0.8,2.8,0.437,22-23
1631133,0.0,0.2,0.182,0.1,0.1,0.182,22-23
1631298,0.0,0.0,,0.0,0.0,,22-23
1631367,0.0,1.0,0.0,1.0,0.0,0.0,22-23
1630702,0.8,2.1,0.374,1.2,2.0,0.485,22-23
1631093,1.9,5.1,0.363,2.3,4.4,0.431,22-23
1630183,0.6,1.4,0.407,0.2,1.2,0.444,22-23
1630531,0.2,0.6,0.333,0.1,0.4,0.389,22-23
203109,0.6,1.6,0.393,0.6,1.4,0.464,22-23
1630256,0.1,0.5,0.25,0.2,0.3,0.281,22-23
1631222,0.1,0.3,0.25,0.3,0.2,0.333,22-23
1627751,0.2,0.4,0.548,0.0,0.5,0.548,22-23
1628973,3.7,8.3,0.447,2.8,8.5,0.512,22-23
1631105,0.1,0.2,0.333,0.0,0.1,0.333,22-23
1630224,2.6,7.3,0.364,4.0,6.6,0.454,22-23
1630552,0.1,0.4,0.31,0.1,0.3,0.31,22-23
1629667,0.3,0.9,0.333,0.1,0.7,0.347,22-23
1630188,0.1,0.4,0.333,0.1,0.3,0.396,22-23
1630591,1.0,2.9,0.34,1.7,2.5,0.426,22-23
1631114,0.8,2.0,0.395,0.4,1.7,0.432,22-23
1631288,0.1,0.4,0.143,0.1,0.1,0.143,22-23
1627750,3.4,8.5,0.401,3.8,8.3,0.488,22-23
1631123,0.2,0.8,0.25,0.6,0.6,0.375,22-23
1630547,0.7,2.1,0.324,1.3,1.7,0.408,22-23
201935,3.0,7.6,0.395,5.3,8.0,0.525,22-23
201949,0.3,0.6,0.455,0.2,0.6,0.5,22-23
1630164,0.1,0.6,0.2,0.0,0.2,0.2,22-23
1630215,0.5,1.3,0.375,0.8,1.3,0.5,22-23
1631197,0.1,0.4,0.333,0.1,0.3,0.333,22-23
1628991,0.2,0.7,0.319,0.4,0.6,0.404,22-23
1629020,0.1,0.2,0.25,0.0,0.1,0.281,22-23
1629714,0.0,0.3,0.0,0.3,0.0,0.0,22-23
1628386,0.0,0.1,0.5,0.0,0.1,0.5,22-23
1629633,0.3,0.8,0.375,0.2,0.6,0.375,22-23
1630554,0.4,1.1,0.375,0.3,0.9,0.406,22-23
1629750,0.1,0.2,0.4,0.0,0.2,0.5,22-23
1629637,0.0,0.0,0.0,0.0,0.0,0.0,22-23
1630643,0.1,0.4,0.333,0.0,0.3,0.333,22-23
1630206,0.5,0.5,1.0,0.5,1.5,1.5,22-23
1627759,2.6,6.4,0.403,2.6,6.0,0.467,22-23
1629669,1.3,3.0,0.431,1.4,3.0,0.503,22-23
1631119,0.0,0.1,0.667,0.0,0.1,0.833,22-23
1628369,2.1,6.9,0.302,4.8,5.5,0.404,22-23
1630288,0.3,0.9,0.348,0.1,0.7,0.37,22-23
201145,0.2,0.8,0.279,0.3,0.5,0.326,22-23
203924,1.1,2.8,0.403,0.4,2.4,0.438,22-23
1630526,0.0,0.1,0.667,0.0,0.1,0.833,22-23
1631110,0.5,1.4,0.395,0.3,1.2,0.428,22-23
1630579,0.0,0.1,0.0,0.0,0.0,0.0,22-23
1628975,1.4,3.3,0.416,1.7,3.4,0.515,22-23
202710,1.5,3.5,0.427,0.5,3.1,0.447,22-23
1629111,0.0,0.2,0.091,0.0,0.0,0.091,22-23
203925,0.3,0.8,0.4,0.6,0.9,0.55,22-23
204060,0.7,1.5,0.479,1.4,2.1,0.69,22-23
1630580,0.0,0.1,0.0,0.1,0.0,0.0,22-23
203954,3.1,7.0,0.435,1.2,6.4,0.454,22-23
1631219,0.1,0.3,0.2,0.1,0.1,0.2,22-23
1628381,0.3,0.9,0.377,0.1,0.6,0.377,22-23
1629723,0.1,0.3,0.36,0.3,0.3,0.5,22-23
202322,0.8,3.1,0.267,0.6,1.7,0.271,22-23
1631098,0.7,2.1,0.333,0.5,1.5,0.342,22-23
1630548,0.7,1.8,0.406,0.7,1.7,0.469,22-23
202685,0.1,0.4,0.258,0.0,0.2,0.258,22-23
1628371,0.1,0.5,0.167,0.0,0.2,0.167,22-23
1630228,0.4,0.8,0.436,0.2,0.8,0.5,22-23
203903,2.4,6.0,0.397,3.5,5.9,0.497,22-23
1630692,0.7,1.9,0.39,0.6,1.6,0.432,22-23
1631160,0.4,1.0,0.444,0.3,1.1,0.556,22-23
1629162,0.3,0.8,0.364,0.5,0.7,0.47,22-23
1629670,0.5,1.6,0.31,0.7,1.2,0.375,22-23
1629673,2.0,5.8,0.34,3.5,5.0,0.431,22-23
